,type,open_ts,open_price,close_ts,close_price,duration,profit,diff_PCT,balance
0,short,2024-11-20 01:40:00,0.38354,2024-11-20 03:35:00,0.38114,115,0.02284627418261581,0.6257495958700562,10.022846274182616
1,long,2024-11-20 03:35:00,0.38114,2024-11-20 04:30:00,0.38485,55,0.04717709088917579,0.9733956026656995,10.070023365071792
2,short,2024-11-20 04:30:00,0.38485,2024-11-20 06:35:00,0.38829,125,-0.08421802445798676,-0.8938547486033516,9.985805340613805
3,long,2024-11-20 06:35:00,0.38829,2024-11-20 06:40:00,0.38743,5,-0.03643657809168242,-0.22148394241418204,9.949368762522122
4,short,2024-11-20 06:40:00,0.38743,2024-11-20 06:45:00,0.38816,5,-0.03402949652422527,-0.18842113414036302,9.915339265997897
5,long,2024-11-20 06:45:00,0.38816,2024-11-20 06:50:00,0.3881,5,-0.021894007092052886,-0.015457543281122345,9.893445258905844
6,short,2024-11-20 06:50:00,0.3881,2024-11-20 07:35:00,0.38948,45,-0.04542613246246727,-0.35557845916000835,9.848019126443377
7,long,2024-11-20 07:35:00,0.38948,2024-11-20 07:40:00,0.38908,5,-0.027753572809180893,-0.10270103728047947,9.820265553634197
8,short,2024-11-20 07:40:00,0.38908,2024-11-20 09:35:00,0.39088,115,-0.052456391661235474,-0.4626297933586984,9.767809161972961
9,long,2024-11-20 09:35:00,0.39088,2024-11-20 09:40:00,0.39164,5,-0.007231397398925586,0.19443307408923016,9.760577764574036
10,short,2024-11-20 09:40:00,0.39164,2024-11-20 09:55:00,0.38986,15,0.010587051770878486,0.4544990297211735,9.771164816344914
11,long,2024-11-20 09:55:00,0.38986,2024-11-20 10:05:00,0.39127,10,0.004193259816160616,0.3616682911814555,9.775358076161075
12,short,2024-11-20 10:05:00,0.39127,2024-11-20 10:35:00,0.39324,30,-0.055015176604845076,-0.503488639558354,9.720342899556229
13,long,2024-11-20 10:35:00,0.39324,2024-11-20 10:45:00,0.39262,10,-0.031129865317398753,-0.1576645305665634,9.689213034238831
14,short,2024-11-20 10:45:00,0.39262,2024-11-20 10:50:00,0.39177,5,-0.005649046630401163,0.21649432020783896,9.68356398760843
15,long,2024-11-20 10:50:00,0.39177,2024-11-20 11:20:00,0.38711,30,-0.1008832494959913,-1.189473415524414,9.582680738112439
16,short,2024-11-20 11:20:00,0.38711,2024-11-20 11:35:00,0.38781,15,-0.03226542148317185,-0.18082715507219613,9.550415316629266
17,long,2024-11-20 11:35:00,0.38781,2024-11-20 11:55:00,0.38954,20,0.009737035174986025,0.4460947371135374,9.560152351804252
18,short,2024-11-20 11:55:00,0.38954,2024-11-20 12:00:00,0.38849,5,-0.002019795087541524,0.2695486984648548,9.55813255671671
19,long,2024-11-20 12:00:00,0.38849,2024-11-20 12:40:00,0.38631,40,-0.05757915595480423,-0.5611470050709195,9.500553400761905
